,street,project,marketSegment,propertyType,enBlock,tenure,annual_appreciation,noOfTransactions,initialYear,leaseCommencement,leaseRemaining
604,DOVER RISE,DOVER PARKVIEW,RCR,Condominium,False,Leasehold,0.02093813390185891,29062,2016,1993.0,76.0
3235,ELIAS ROAD,STRATUM,OCR,Condominium,False,Leasehold,0.020932401285178127,15354,2016,2012.0,95.0
508,BAYSHORE ROAD,COSTA DEL SOL,OCR,Condominium,False,Leasehold,0.020812051838749932,43856,2016,1997.0,80.0
3130,SIMS DRIVE,SIMS URBAN OASIS,RCR,Condominium,False,Leasehold,0.020739294920909156,148171,2016,2014.0,97.0
1559,JALAN EMAS URAI,LANDED HOUSING DEVELOPMENT,OCR,Semi-detached,False,Freehold,0.020672421731215678,960,2017,1882.0,864.0
499,KEPPEL BAY DRIVE,CORALS AT KEPPEL BAY,RCR,Condominium,False,Leasehold,0.020668323355198685,29101,2016,2007.0,90.0
1758,KERONG LANE,LANDED HOUSING DEVELOPMENT,OCR,Semi-detached,False,Leasehold,0.020548114717758158,1169,2016,2008.0,91.0
1195,KOVAN ROAD,KOVAN RESIDENCES,OCR,Condominium,False,Leasehold,0.020490009032385965,28898,2016,2007.0,90.0
3807,JALAN TIGA RATUS,TROPICANA CONDOMINIUM,OCR,Condominium,False,Freehold,0.020391301044634366,1210,2017,1885.0,867.0
2328,MAR THOMA ROAD,MAR THOMA MANSIONS,RCR,Apartment,False,Freehold,0.02030378920905421,960,2017,1882.0,864.0
366,PINE GROVE,CAVENDISH PARK,RCR,Condominium,False,Leasehold,0.020160357809031478,9386,2016,1991.0,74.0
1068,GLASGOW ROAD,ISUITES @ PALM,OCR,Apartment,False,Freehold,0.020155553115384507,6192,2016,1878.0,861.0
2291,BEDOK TERRACE,LUCKY HILL,OCR,Terrace,False,Freehold,0.02010375165001176,2102,2016,1878.0,861.0
609,DUCHESS AVENUE,DUCHESS GARDEN,CCR,Semi-detached,False,Freehold,0.020096996339950986,720,2017,1875.0,857.0
3891,VERDE WALK,VILLA VERDE,OCR,Terrace,False,Leasehold,0.020092107720921293,23174,2016,1997.0,80.0
2751,DUNDEE ROAD,QUEENS PEAK,RCR,Condominium,False,Leasehold,0.019955202781581537,162072,2016,2015.0,98.0
3939,PUNGGOL CENTRAL,WATERTOWN,OCR,Apartment,False,Leasehold,0.019816669460403148,50117,2016,2011.0,94.0
3388,ARCADIA ROAD,THE ARCADIA,CCR,Condominium,False,Leasehold,0.019726891328950082,8194,2017,1979.0,61.0
2764,BISHAN STREET 21,RAFFLESIA CONDOMINIUM,RCR,Condominium,False,Leasehold,0.019694669531306115,9619,2016,1997.0,80.0
176,BEDOK RESERVOIR ROAD,BAYWATER,OCR,Condominium,False,Leasehold,0.01969386473181483,9630,2016,2001.0,84.0
3409,BAYSHORE ROAD,THE BAYSHORE,OCR,Condominium,False,Leasehold,0.01968027260262827,49890,2016,1993.0,76.0
3173,HINDHEDE WALK,SOUTHAVEN I,OCR,Condominium,False,Leasehold,0.01927546683149171,8659,2016,1994.0,77.0
231,WEST COAST CRESCENT,BLUE HORIZON,OCR,Condominium,False,Leasehold,0.019227268360274937,36059,2016,2000.0,83.0
215,BISHAN STREET 11,BISHAN LOFT,RCR,Executive Condominium,False,Leasehold,0.01919352504973374,19829,2016,2000.0,83.0
387,WOODGROVE WALK,CENTURY WOODS,OCR,Terrace,False,Leasehold,0.019118263386702482,5321,2017,1996.0,78.0
1388,EASTWOOD GREEN,LANDED HOUSING DEVELOPMENT,OCR,Terrace,False,Leasehold,0.019072720440785073,1165,2017,1995.0,77.0
428,BANGKIT ROAD,CHESTERVALE,OCR,Executive Condominium,False,Leasehold,0.019072064037868593,17006,2016,1997.0,80.0
1145,OXFORD ROAD,KENTISH GREEN,RCR,Apartment,False,Leasehold,0.018574174123365268,2626,2016,1995.0,78.0
3430,MAR THOMA ROAD,THE CALLISTA,RCR,Apartment,False,Freehold,0.01855143012735654,3592,2017,1882.0,864.0
4004,CANBERRA DRIVE,YISHUN EMERALD,OCR,Condominium,False,Leasehold,0.018551199728588073,20640,2016,1998.0,81.0
3450,BEDOK RESERVOIR VIEW,THE CLEARWATER,OCR,Condominium,False,Leasehold,0.018432103169930245,12992,2016,1997.0,80.0
3340,TANGLIN ROAD,TANGLIN REGENCY,CCR,Condominium,False,Leasehold,0.018424412080236038,10572,2016,1994.0,77.0
2394,BEACH ROAD,MIDTOWN BAY,CCR,Apartment,False,Leasehold,0.018322352633722866,17280,2019,2018.0,98.0
1176,UPPER SERANGOON VIEW,KINGSFORD WATERBAY,OCR,Apartment,False,Leasehold,0.01830306333329827,181419,2016,2014.0,97.0
3488,WESTWOOD AVENUE,THE FLORAVALE,OCR,Executive Condominium,False,Leasehold,0.018221768003472645,29255,2016,1997.0,80.0
3281,CASHEW CRESCENT,SUNCOTTAGES,OCR,Strata Terrace,False,Freehold,0.018110298235788292,1928,2017,1883.0,865.0
3783,CAVENAGH ROAD,TOWNHOUSE APARTMENTS,CCR,Apartment,False,Leasehold,0.018064892647988808,3824,2017,1977.0,59.0
3343,TANJONG RHU ROAD,TANJONG RIA CONDOMINIUM,RCR,Condominium,False,Leasehold,0.018026844070961705,6721,2016,1993.0,76.0
3482,CHONG KUO ROAD,THE ESSENCE,OCR,Apartment,False,Leasehold,0.017989749925829024,18784,2019,2018.0,98.0
120,LENGKONG EMPAT,ASTOR,OCR,Apartment,False,Leasehold,0.017972863637578385,5470,2016,2002.0,85.0
963,DOVER RISE,HERITAGE VIEW,RCR,Condominium,False,Leasehold,0.017929976895633287,26479,2016,1996.0,79.0
1550,JALAN CHEMPAKA PUTEH,LANDED HOUSING DEVELOPMENT,OCR,Semi-detached,False,Leasehold,0.01789177625226975,1666,2017,1964.0,17.0
3912,PASIR RIS HEIGHTS,VUE 8 RESIDENCE,OCR,Condominium,False,Leasehold,0.017837427291177547,36785,2016,2012.0,95.0
2209,LANGE ROAD,LANGE 28,OCR,Strata Terrace,False,Freehold,0.017817324070044233,482,2016,1878.0,861.0
1106,JALAN LOYANG BESAR,JLB RESIDENCES,OCR,Apartment,False,Freehold,0.01778472946108244,2866,2017,1937.0,866.0
786,PUNGGOL FIELD WALK,FLO RESIDENCE,OCR,Condominium,False,Leasehold,0.017773786873566438,33059,2016,2011.0,94.0
3639,TAMPINES STREET 86,THE SANTORINI,OCR,Condominium,False,Leasehold,0.017713660815051817,100347,2016,2013.0,96.0
335,TANAH MERAH KECHIL AVENUE,CASA MERAH,OCR,Apartment,False,Leasehold,0.017706619456708126,25076,2016,2006.0,89.0
1224,LAKEPOINT DRIVE,LAKEPOINT CONDOMINIUM,OCR,Condominium,False,Leasehold,0.017649786652422454,6021,2016,1983.0,66.0
2562,ONE-NORTH GATEWAY,ONE-NORTH RESIDENCES,RCR,Apartment,False,Leasehold,0.0176022784225252,17840,2016,2005.0,88.0
988,PHOENIX ROAD,HILLSTA,OCR,Condominium,False,Leasehold,0.017474120646774095,21538,2016,2011.0,94.0
3564,JALAN MERAH SAGA,THE MERASAGA,CCR,Condominium,False,Leasehold,0.01707876719369878,2165,2017,1991.0,73.0
3806,SIMEI STREET 4,TROPICAL SPRING,OCR,Condominium,False,Leasehold,0.017004982487686622,9394,2016,1997.0,80.0
3687,TAMPINES STREET 86,THE TAPESTRY,OCR,Condominium,False,Leasehold,0.017004211411806393,185458,2018,2017.0,98.0
3924,DAKOTA CRESCENT,WATERBANK AT DAKOTA,RCR,Condominium,False,Leasehold,0.016917857389343146,32445,2016,2009.0,92.0
2334,MARINA WAY,MARINA ONE RESIDENCES,CCR,Apartment,False,Leasehold,0.01682904241667137,135513,2016,2011.0,94.0
4005,CANBERRA DRIVE,YISHUN SAPPHIRE,OCR,Condominium,False,Leasehold,0.01679822308013312,12244,2016,1998.0,81.0
983,JELEBU ROAD,HILLION RESIDENCES,OCR,Apartment,False,Leasehold,0.01661072062603002,58092,2016,2013.0,96.0
563,PASIR RIS GROVE,D'NEST,OCR,Condominium,False,Leasehold,0.016556052524440392,54697,2016,2010.0,93.0
3859,DE SOUZA AVENUE,VERDALE,RCR,Apartment,False,Leasehold,0.016554583732277105,20928,2020,2018.0,97.0
3738,BIDADARI PARK DRIVE,THE WOODLEIGH RESIDENCES,RCR,Apartment,False,Leasehold,0.016448932559395765,91662,2018,2017.0,98.0
3652,AMBER ROAD,THE SHORE RESIDENCES,RCR,Condominium,False,Leasehold,0.016414248913046207,20018,2016,2009.0,96.0
2649,PAYA LEBAR ROAD,PARK PLACE RESIDENCES AT PLQ,RCR,Apartment,False,Leasehold,0.01636516092836306,79517,2017,2015.0,97.0
589,DEDAP PLACE,DEDAP GARDENS,OCR,Terrace,False,Freehold,0.016242368052764255,708,2017,1879.0,861.0
3486,YISHUN AVENUE 1,THE ESTUARY,OCR,Condominium,False,Leasehold,0.01621062780823872,32149,2016,2008.0,91.0
493,BEACH ROAD,CONCOURSE SKYLINE,RCR,Apartment,False,Leasehold,0.015940791755386173,19570,2016,2008.0,91.0
2364,CHUN TIN ROAD,MEADOWLODGE,RCR,Condominium,False,Leasehold,0.01590656841330392,5061,2016,1997.0,80.0
425,CHEPSTOW CLOSE,CHEPSTOW VILLE,OCR,Strata Semi-detached,False,Freehold,0.015866656429630078,736,2017,1953.0,935.0
3686,TANAH MERAH KECHIL ROAD,THE TANAMERA,OCR,Condominium,False,Leasehold,0.015815806218239806,7455,2016,1990.0,73.0
1223,CORPORATION ROAD,LAKEHOLMZ,OCR,Condominium,False,Leasehold,0.01580829115721512,18302,2016,2001.0,84.0
3567,ALEXANDRA VIEW,THE METROPOLITAN CONDOMINIUM,RCR,Condominium,False,Leasehold,0.015708532088314364,20461,2016,2006.0,89.0
644,TANAH MERAH KECHIL ROAD,EAST MEADOWS,OCR,Condominium,False,Leasehold,0.015394939395264859,16856,2016,1998.0,81.0
3480,PASIR RIS DRIVE 4,THE ESPARIS,OCR,Executive Condominium,False,Leasehold,0.01534285786636784,14773,2016,2002.0,85.0
3342,PRINCE CHARLES CRESCENT,TANGLIN VIEW,RCR,Condominium,False,Leasehold,0.015342041343044958,24812,2016,1997.0,80.0
3033,COVE WAY,SEASCAPE,CCR,Condominium,False,Leasehold,0.015303508862206553,4579,2016,2007.0,90.0
3933,BEDOK RESERVOIR ROAD,WATERFRONT ISLE,OCR,Condominium,False,Leasehold,0.015100898061218759,29298,2016,2009.0,92.0
3598,PASIR RIS GROVE,THE PALETTE,OCR,Condominium,False,Leasehold,0.015063334427191608,50356,2016,2010.0,93.0
3636,ROCHESTER DRIVE,THE ROCHESTER RESIDENCES,RCR,Apartment,False,Leasehold,0.014996398648336753,16955,2016,2005.0,88.0
3444,CHANCERY LANE,THE CHANCERY RESIDENCE,CCR,Strata Terrace,False,Leasehold,0.014704692000416051,1708,2016,2004.0,87.0
3932,BEDOK RESERVOIR ROAD,WATERFRONT GOLD,OCR,Condominium,False,Leasehold,0.014694282839888306,16826,2016,2009.0,92.0
2571,ANTHONY ROAD,ORCHARD SCOTTS,CCR,Condominium,False,Leasehold,0.014692163390654562,7227,2016,2001.0,84.0
313,KEPPEL BAY DRIVE,CARIBBEAN AT KEPPEL BAY,RCR,Condominium,False,Leasehold,0.014688479657160835,57061,2016,1999.0,82.0
2644,RIVERVALE LINK,PARK GREEN,OCR,Executive Condominium,False,Leasehold,0.014672579600827828,23555,2016,2001.0,84.0
232,JALAN LOYANG BESAR,BLUWATERS,OCR,Apartment,False,Freehold,0.014594738932852134,2628,2016,1938.0,868.0
3192,SEMBAWANG WALK,SPRINGHILL,OCR,Strata Terrace,False,Leasehold,0.014580554541977011,9760,2016,2002.0,85.0
2931,UPPER SERANGOON VIEW,RIO VISTA,OCR,Condominium,False,Leasehold,0.014529792932221345,31735,2016,2001.0,84.0
2784,JALAN LEMPENG,REGENT PARK,OCR,Condominium,False,Leasehold,0.014371015717709481,15341,2016,1993.0,76.0
1984,PENAGA PLACE,LANDED HOUSING DEVELOPMENT,OCR,Terrace,False,Leasehold,0.014368859127604994,3493,2016,2008.0,91.0
358,YIO CHU KANG ROAD,CASTLE GREEN,OCR,Condominium,False,Leasehold,0.014268591051638014,29524,2016,1993.0,76.0
2619,JALAN LEMPENG,PARC CLEMATIS,OCR,Apartment,False,Leasehold,0.01413355927149993,268043,2019,2019.0,99.0
2494,WOODLANDS CRESCENT,NORTHOAKS,OCR,Executive Condominium,False,Leasehold,0.014098995963620237,34267,2016,1997.0,80.0
2588,HONG SAN WALK,PALM GARDENS,OCR,Condominium,False,Leasehold,0.014040805516280373,29279,2016,1996.0,79.0
1171,KING'S CLOSE,KING'S GARDEN,CCR,Semi-detached,False,Freehold,0.013905220162762626,955,2016,1875.0,858.0
3514,HILLVIEW RISE,THE HILLIER,OCR,Apartment,False,Leasehold,0.013752274075332777,23965,2016,2011.0,94.0
2972,KENG LEE ROAD,ROCHELLE AT NEWTON,CCR,Condominium,False,Leasehold,0.01347920785982252,6504,2016,2008.0,91.0
3635,RIVERVALE LINK,THE RIVERVALE,OCR,Executive Condominium,False,Leasehold,0.013411706444471825,27009,2016,1997.0,80.0
3319,YISHUN CLOSE,SYMPHONY SUITES,OCR,Condominium,False,Leasehold,0.013369863532875526,90970,2016,2014.0,97.0
559,LEEDON HEIGHTS,D'LEEDON,CCR,Condominium,False,Leasehold,0.01336032115183371,91780,2016,2010.0,93.0
997,BUKIT BATOK EAST AVENUE 2,HILLVIEW REGENCY,OCR,Condominium,False,Leasehold,0.013327111513857917,29025,2016,2000.0,83.0
3535,CHIN SWEE ROAD,THE LANDMARK,RCR,Condominium,False,Leasehold,0.01327496033947058,29516,2020,2020.0,99.0
2333,COVE DRIVE,MARINA COLLECTION,CCR,Condominium,False,Leasehold,0.013247402191811914,6025,2016,2007.0,90.0
603,SIMEI STREET 4,DOUBLE BAY RESIDENCES,OCR,Condominium,False,Leasehold,0.01313592909213376,28874,2016,2008.0,91.0
3647,HOLLAND ROAD,THE SERENADE @ HOLLAND,CCR,Condominium,False,Leasehold,0.013128786189942837,4820,2016,2001.0,84.0
857,ROSYTH ROAD,GILLENIA,OCR,Apartment,False,Freehold,0.013064442804868065,1676,2017,1886.0,868.0
2522,ANCHORVALE CRESCENT,OLA,OCR,Executive Condominium,False,Leasehold,0.012931154542209292,76279,2020,2018.0,97.0
122,LORONG MYDIN,ASTORIA PARK,OCR,Condominium,False,Leasehold,0.012842245788101062,16076,2016,1993.0,76.0
602,NEW BRIDGE ROAD,DORSETT RESIDENCES,RCR,Apartment,False,Leasehold,0.012772486772486763,3327,2017,2009.0,91.0
3589,OCEAN DRIVE,THE OCEANFRONT @ SENTOSA COVE,CCR,Condominium,False,Leasehold,0.012756015122965588,13979,2016,2005.0,88.0
2253,JALAN LOYANG BESAR,LIGHTHOUSE,OCR,Condominium,False,Leasehold,0.012688381137578994,3848,2016,1993.0,76.0
258,SANDILANDS ROAD,BREEZY MANSIONS,OCR,Apartment,False,Freehold,0.012668100358422934,953,2017,1886.0,868.0
679,CHESTNUT AVENUE,ECO SANCTUARY,OCR,Condominium,False,Leasehold,0.012530705831538622,28995,2016,2012.0,95.0
1518,INGGU ROAD,LANDED HOUSING DEVELOPMENT,OCR,Terrace,False,Leasehold,0.012428502978688973,699,2019,2010.0,90.0
3419,OCEAN DRIVE,THE BERTH BY THE COVE,CCR,Condominium,False,Leasehold,0.012388511587887271,8194,2016,2004.0,87.0
3921,TANJONG RHU ROAD,WATER PLACE,RCR,Condominium,False,Leasehold,0.012379943178453496,22167,2016,1998.0,81.0
2251,LIANG SEAH STREET,LIANG SEAH COURT,CCR,Apartment,False,Freehold,0.012345679012345694,479,2018,1827.0,808.0
3748,LORONG PUNTONG,THOMSON IMPRESSIONS,RCR,Apartment,False,Leasehold,0.012323405172231006,35922,2016,2015.0,98.0
3766,TAI KENG GARDENS,TIVOLI GARDENS,OCR,Terrace,False,Leasehold,0.012321334993381552,2549,2017,1996.0,78.0
2510,ANG MO KIO AVENUE 9,NUOVO,OCR,Executive Condominium,False,Leasehold,0.012195907481626859,12298,2016,2001.0,84.0
3713,TAI THONG CRESCENT,THE VENUE RESIDENCES,RCR,Apartment,False,Leasehold,0.012038171627141651,38879,2016,2012.0,95.0
492,SENGKANG SQUARE,COMPASS HEIGHTS,OCR,Apartment,False,Leasehold,0.011982360300331053,26698,2016,2000.0,83.0
2202,YARWOOD AVENUE,LANDED HOUSING DEVELOPMENT,RCR,Detached,False,Freehold,0.011973299525369492,1183,2017,1885.0,867.0
3019,SIMEI RISE,SAVANNAH CONDOPARK,OCR,Condominium,False,Leasehold,0.011911804219762935,32714,2016,2000.0,83.0
3724,WEST COAST CRESCENT,THE VISION,OCR,Condominium,False,Leasehold,0.011877291522195497,15396,2016,2008.0,91.0
762,EASTWOOD ROAD,FAIRMOUNT CONDOMINIUM,OCR,Condominium,False,Leasehold,0.011826993459119526,1926,2017,1996.0,78.0
3213,TANGLIN ROAD,ST REGIS RESIDENCES SINGAPORE,CCR,Apartment,False,Freehold,0.01173759983363815,7682,2016,1995.0,978.0
464,JELLICOE ROAD,CITYLIGHTS,RCR,Condominium,False,Leasehold,0.011705709223471762,29056,2016,2004.0,87.0
799,POH HUAT ROAD,FONTAINE PARRY,OCR,Condominium,False,Freehold,0.01147200435729847,8215,2016,1877.0,860.0
2712,TAMPINES STREET 73,PINEVALE,OCR,Executive Condominium,False,Leasehold,0.011452677861886727,14760,2016,1997.0,80.0
58,PUNGGOL WALK,A TREASURE TROVE,OCR,Condominium,False,Leasehold,0.011418608304876296,44430,2016,2011.0,94.0
3992,WOODGROVE AVENUE,WOODHAVEN,OCR,Condominium,False,Leasehold,0.011397685207201991,13390,2016,2011.0,94.0
2945,SAMPAN PLACE,RIVEREDGE,RCR,Condominium,False,Leasehold,0.01132488758598763,8907,2016,2004.0,87.0
1074,GATEWAY DRIVE,J GATEWAY,OCR,Condominium,False,Leasehold,0.011298209254240143,17259,2017,2012.0,94.0
2950,UPPER SERANGOON CRESCENT,RIVERSAILS,OCR,Condominium,False,Leasehold,0.01117441139395924,54494,2016,2011.0,94.0
383,ANG MO KIO AVENUE 8,CENTRO RESIDENCES,OCR,Condominium,False,Leasehold,0.011102758931947341,16086,2016,2007.0,90.0
3062,PHENG GECK AVENUE,SENNETT RESIDENCE,RCR,Condominium,False,Leasehold,0.010879108526543838,12251,2016,2011.0,94.0
1148,STURDEE ROAD,KERRISDALE,RCR,Condominium,False,Leasehold,0.010854818746351653,23839,2016,1998.0,81.0
3727,CHOA CHU KANG LOOP,THE WARREN,OCR,Condominium,False,Leasehold,0.010589678655169014,22596,2016,2001.0,84.0
2392,CHOA CHU KANG AVENUE 3,MI CASA,OCR,Condominium,False,Leasehold,0.010312571056167594,19262,2016,2008.0,91.0
2622,SIMS AVENUE,PARC ESTA,RCR,Apartment,False,Leasehold,0.010182074008383826,309481,2018,2018.0,99.0
4002,CHOA CHU KANG NORTH 6,YEWTEE RESIDENCES,OCR,Apartment,False,Leasehold,0.010034811245930652,6439,2016,2006.0,89.0
3981,CHOA CHU KANG STREET 64,WINDERMERE,OCR,Executive Condominium,False,Leasehold,0.009740311765087656,14502,2016,1997.0,80.0
3669,SERANGOON AVENUE 3,THE SPRINGBLOOM,OCR,Condominium,False,Leasehold,0.009683696888918295,12768,2016,1995.0,78.0
3175,NORTH BRIDGE ROAD,SOUTHBANK,RCR,Apartment,False,Leasehold,0.009640691617703647,11897,2016,2006.0,89.0
2932,PASIR RIS LINK,RIPPLE BAY,OCR,Condominium,False,Leasehold,0.009637501946853875,42167,2016,2011.0,94.0
3386,MATTAR ROAD,THE ANTARES,RCR,Apartment,False,Leasehold,0.009558082811793643,27351,2019,2018.0,98.0
55,WOODLEIGH CLOSE,8@WOODLEIGH,RCR,Condominium,False,Leasehold,0.00950124112419394,17539,2016,2008.0,91.0
2719,TAGORE AVENUE,POETS VILLAS,OCR,Strata Semi-detached,False,Leasehold,0.009421822410247686,3198,2016,2010.0,93.0
3640,SERANGOON AVENUE 3,THE SCALA,OCR,Apartment,False,Leasehold,0.009397343285286939,24740,2016,2010.0,93.0
2256,YISHUN AVENUE 6,LILYDALE,OCR,Executive Condominium,False,Leasehold,0.009393901955376772,19755,2016,2000.0,83.0
1094,JERVOIS CLOSE,JERVOIS JADE APARTMENTS,CCR,Apartment,False,Leasehold,0.009386625271173432,2627,2017,1998.0,80.0
2938,EDGEDALE PLAINS,RIVER ISLES,OCR,Condominium,False,Leasehold,0.00927268877705628,38675,2016,2012.0,95.0
2551,PEARL BANK,ONE PEARL BANK,RCR,Apartment,False,Leasehold,0.009268647699592781,100936,2019,2019.0,99.0
3015,SARACA TERRACE,SARACA VILLAS,OCR,Terrace,False,Leasehold,0.00925766530723589,4674,2016,1997.0,80.0
3994,WOODLANDS DRIVE 72,WOODSVALE,OCR,Executive Condominium,False,Leasehold,0.009158492404102688,31505,2016,1997.0,80.0
3637,MARINA BOULEVARD,THE SAIL @ MARINA BAY,CCR,Apartment,False,Leasehold,0.009056610058323124,44790,2016,2002.0,85.0
2486,YISHUN AVENUE 9,NINE RESIDENCES,OCR,Apartment,False,Leasehold,0.009052392183288386,4513,2017,2013.0,95.0
3529,BUKIT BATOK CENTRAL LINK,THE JADE,OCR,Condominium,False,Leasehold,0.00898061085151352,10832,2016,2001.0,84.0
2954,SENGKANG EAST AVENUE,RIVERSOUND RESIDENCE,OCR,Condominium,False,Leasehold,0.008921428805084813,31220,2016,2011.0,94.0
2652,PARK VILLAS GREEN,PARK VILLAS,OCR,Terrace,False,Leasehold,0.008871179161606891,8157,2016,1994.0,77.0
2590,PALM GROVE AVENUE,PALM GROVE CONDOMINIUM,OCR,Condominium,False,Freehold,0.00885072084307604,7742,2016,1878.0,861.0
3297,SUNRISE AVENUE,SUNRISE GARDENS,OCR,Condominium,False,Leasehold,0.008722811656389403,15859,2016,1995.0,78.0
2513,ELIAS ROAD,OASIS @ ELIAS,OCR,Condominium,False,Leasehold,0.008527110299612825,18979,2016,2008.0,91.0
1454,GLASGOW ROAD,LANDED HOUSING DEVELOPMENT,OCR,Terrace,False,Freehold,0.008449750216708204,1824,2016,1886.0,869.0
3335,PARI DEDAP WALK,TANAMERA CREST,OCR,Condominium,False,Leasehold,0.00844504158906527,14882,2016,2000.0,83.0
3914,WALLICH STREET,WALLICH RESIDENCE,CCR,Apartment,False,Leasehold,0.008199325072055674,22908,2017,2011.0,93.0
3038,PASIR RIS LINK,SEASTRAND,OCR,Condominium,False,Leasehold,0.008157118660811518,26374,2016,2011.0,94.0
2424,HILLVIEW AVENUE,MONTROSA,OCR,Condominium,False,Freehold,0.008039629470166282,6271,2017,1885.0,867.0
1144,OXFORD ROAD,KENTISH COURT,RCR,Apartment,False,Leasehold,0.007964613075277068,3813,2016,1995.0,78.0
2406,MIMOSA WALK,MIMOSA VILLAS,OCR,Semi-detached,False,Freehold,0.007837969872036011,960,2018,1878.0,859.0
2640,CORPORATION ROAD,PARC VISTA,OCR,Condominium,False,Leasehold,0.0077359498106366,17997,2016,1995.0,78.0
3935,BEDOK RESERVOIR ROAD,WATERFRONT WAVES,OCR,Condominium,False,Leasehold,0.007666117578268948,18051,2016,2007.0,90.0
110,ALEXANDRA VIEW,ASCENTIA SKY,RCR,Condominium,False,Leasehold,0.007665356839741,21655,2016,2008.0,91.0
3143,BISHAN STREET 15,SKY VUE,RCR,Condominium,False,Leasehold,0.007535586906283742,32873,2016,2013.0,96.0
1549,JALAN CHEMPAKA KUNING,LANDED HOUSING DEVELOPMENT,OCR,Terrace,False,Leasehold,0.007416116568549115,3724,2016,1964.0,18.0
3744,SIN MING WALK,THOMSON GRAND,RCR,Condominium,False,Leasehold,0.007356301581366716,21902,2016,2010.0,93.0
100,BEDOK RESERVOIR ROAD,ARCHIPELAGO,OCR,Condominium,False,Leasehold,0.00732475594972042,29303,2016,2011.0,94.0
803,TRANSIT ROAD,FOREST HILLS CONDOMINIUM,OCR,Condominium,False,Leasehold,0.007312986217347346,6957,2016,2000.0,83.0
168,LORONG HOW SUN,BARTLEY RESIDENCES,OCR,Apartment,False,Leasehold,0.007127410343876042,38821,2016,2011.0,94.0
901,ANG MO KIO CENTRAL 3,GRANDEUR 8,OCR,Condominium,False,Leasehold,0.006912682150853129,24581,2016,2002.0,85.0
923,BUKIT BATOK STREET 52,GUILIN VIEW,OCR,Condominium,False,Leasehold,0.0065028417757476325,25230,2016,1996.0,79.0
2174,WAK HASSAN DRIVE,LANDED HOUSING DEVELOPMENT,OCR,Semi-detached,False,Leasehold,0.0064576315107540945,3554,2016,2008.0,91.0
3815,COVE DRIVE,TURQUOISE,CCR,Condominium,False,Leasehold,0.006450850276361243,6025,2016,2007.0,90.0
1175,HILLVIEW RISE,KINGSFORD . HILLVIEW PEAK,OCR,Condominium,False,Leasehold,0.006363120384710928,31909,2016,2012.0,95.0
1063,CASUARINA WALK,ISLAND COUNTRY VILLAS,OCR,Semi-detached,False,Leasehold,0.006176469045636951,3577,2017,1995.0,77.0
2661,PARRY AVENUE,PARRY COURT,OCR,Apartment,False,Freehold,0.006162464985994385,1196,2016,1886.0,869.0
3472,TAMPINES STREET 34,THE EDEN AT TAMPINES,OCR,Executive Condominium,False,Leasehold,0.006076776621762575,22267,2016,2000.0,83.0
677,ALEXANDRA VIEW,ECHELON,RCR,Condominium,False,Leasehold,0.0060663806385972754,18026,2017,2012.0,94.0
3850,WEST COAST ROAD,VARSITY PARK CONDOMINIUM,OCR,Condominium,False,Leasehold,0.006059737199187935,17349,2016,2004.0,87.0
1349,CORONATION DRIVE,LANDED HOUSING DEVELOPMENT,CCR,Semi-detached,False,Freehold,0.005948546130989674,2396,2016,1875.0,858.0
534,CUSCADEN ROAD,CUSCADEN RESERVE,CCR,Condominium,False,Leasehold,0.005793383748769038,1441,2019,2018.0,98.0
951,FLORA DRIVE,HEDGES PARK CONDOMINIUM,OCR,Condominium,False,Leasehold,0.005778561001353299,31612,2016,2010.0,93.0
910,CHESTNUT AVENUE,GREEN HILL ESTATE,OCR,Semi-detached,False,Freehold,0.005692903225806463,1527,2016,1882.0,865.0
2491,NORMANTON PARK,NORMANTON PARK (DEMOLISHED),RCR,Condominium,False,Leasehold,0.005636273436735397,3142,2016,1977.0,63.0
3363,TERRASSE LANE,TERRASSE,OCR,Condominium,False,Leasehold,0.005626544033757809,20428,2016,2010.0,93.0
380,HOUGANG STREET 11,CENTRAL VIEW,OCR,Condominium,False,Leasehold,0.005594812721099285,8169,2016,1998.0,81.0
3151,ENGGOR STREET,SKYSUITES@ANSON,CCR,Apartment,False,Leasehold,0.005515728223719195,34942,2016,2008.0,91.0
341,LORONG ONG LYE,CASA ROSA,OCR,Condominium,False,Leasehold,0.005506630843752918,4569,2016,1998.0,81.0
2787,HOUGANG STREET 92,REGENTVILLE,OCR,Apartment,False,Leasehold,0.005423942588524898,26876,2016,1996.0,79.0
2575,YISHUN STREET 81,ORCHID PARK CONDOMINIUM,OCR,Condominium,False,Leasehold,0.00539262644446111,26364,2016,1991.0,74.0
275,BENCOOLEN STREET,BURLINGTON SQUARE,RCR,Apartment,False,Leasehold,0.00514614454008395,5951,2016,1996.0,79.0
573,DAIRY FARM LANE,DAIRY FARM RESIDENCES,OCR,Apartment,False,Leasehold,0.005103707518537007,27383,2019,2018.0,98.0
3670,CHEMPAKA KUNING LINK,THE SPRINGFIELD,OCR,Strata Terrace,False,Leasehold,0.004997513598198361,5040,2016,1995.0,78.0
3502,BEDOK RISE,THE GLADES,OCR,Condominium,False,Leasehold,0.004989070999665645,73318,2016,2013.0,96.0
561,TANAH MERAH KECHIL AVENUE,D'MANOR,OCR,Strata Terrace,False,Leasehold,0.004972627685206094,7206,2016,1997.0,80.0
